Identifiant;Slug;URL canonique;Titre;Description;Description longue;Détail des conditions;Mots clés;Image;Crédits image;Aperçu;Image source;Dernière mise à jour;Résumé horaires;Première date - Début;Première date - Fin;Dernière date - Début;Dernière date - Fin;Horaires détaillés;Code d'accessibilité;Accessibilité;Identifiant du lieu;Coordonnées géographiques;Nom du lieu;Adresse;Arrondissement;Code INSEE;Code postal;Ville;Département;Région;Pays;Image du lieu;Crédits de l'image du lieu;Téléphone du lieu;Site web du lieu;Liens du lieu;Tags du lieu;Description du lieu;Accès / Itinéraire;Événement physique ou en ligne;Lien d'accès en ligne;État de l'événement;Age minimum;Age maximum;Agenda d'origine (titre);Agenda d'origine (uid);Contributeur: Email;Contributeur: Téléphone;Contributeur: Nom;Contributeur: Fonction;Contributeur: organisation;Catégorie;Nom du pays;Registration;Liens additionnels
40031791;le-cimetiere-de-la-ritorte;https://openagenda.com/rdvj-2025-provence-alpes-cote-dazur/events/le-cimetiere-de-la-ritorte;LE CIMETIÈRE DE LA RITORTE;Découvrez l’histoire de ce cimetière ouvert en 1882, à l’époque du plein essor de la villégiature. Cette visite sera l’occasion d’observer quelques architectures et végétaux remarquables qui à cet de…;<p>Découvrez l’histoire de ce cimetière ouvert en 1882, à l’époque du plein essor de la villégiature. Cette visite sera l’occasion d’observer quelques architectures et végétaux remarquables qui confèrent à cet endroit une atmosphère de jardin d’éternité.</p>;Gratuit - Réservations : www.hyeres.fr/billetterie;;https://cdn.openagenda.com/main/0422d9d2e8c449d1a6f566922cda613f.base.image.jpg;© Ville d'Hyères;https://cdn.openagenda.com/main/0422d9d2e8c449d1a6f566922cda613f.thumb.image.jpg;https://cdn.openagenda.com/main/0422d9d2e8c449d1a6f566922cda613f.full.image.jpg;2025-05-19T12:44:46+02:00;Vendredi 6 juin, 18h00;2025-06-06T18:00:00+02:00;2025-06-06T19:00:00+02:00;2025-06-06T18:00:00+02:00;2025-06-06T19:00:00+02:00;"[{""begin"": ""2025-06-06T18:00:00+02:00"", ""end"": ""2025-06-06T19:00:00+02:00""}]";;;12181335;43.12642, 6.14009;Cimetière de la Ritorte;34 chemin de la Ritorte 83400 Hyères;;83069;83400;Hyères;Var;Provence-Alpes-Côte d'Azur;FR;;;;;;"Villes et Pays d'art et d'histoire;Jardin public";;;"{""id"": 1, ""label"": {""fr"": ""Sur place"", ""en"": ""In situ"", ""it"": ""In presenza"", ""es"": ""Desconnectad"", ""de"": ""Offline"", ""br"": ""War al lec\u2019h"", ""io"": ""crwdns14266:0crwdne14266:0"", ""oc"": ""Sus pla\u00e7a""}}";;"{""id"": 1, ""label"": {""fr"": ""Programm\u00e9"", ""en"": ""Scheduled"", ""io"": ""crwdns16100:0crwdne16100:0"", ""es"": ""Programado"", ""oc"": ""Programat""}}";;;Rendez-vous aux jardins 2025 : Provence-Alpes-Côte d'Azur;3469622;;;;;;;France (Métropole);;
14840281;traverse-du-lancon;https://openagenda.com/rdvj-2025-provence-alpes-cote-dazur/events/traverse-du-lancon;"Atelier artistique familial "" Poésigraphie"" - Jardin des Cédrats";"Atelier artistique familial "" Poésigraphie"" proposé par Nawal Farhat .";"<p>Atelier artistique familial "" Poésigraphie"" proposé par Nawal Farhat .<br>Nawal Farhat, artiste plasticienne, vous invite à venir célébrer le bonheur dans nos jardins, en participant à un atelier de création d'estampes. Nous ferons pousser les couleurs, les encres et tous les motifs de nos merveilles intérieures. Nous nous inspirerons des règnes minéral, végétal et animal en laissant une empreinte de leur beauté sur le papier.<br>""Nous explorerons ensemble différentes techniques que je pratique dans mon atelier.""<br>Rendez-vous au Jardin des Cédrats le samedi 7 juin 2025.<br>Atelier gratuit et ouvert à tous</p>";;;https://cdn.openagenda.com/main/27d21a9daf1b419596d6442ae7b6ab17.base.image.jpg;Mairie d'Ollioules;https://cdn.openagenda.com/main/27d21a9daf1b419596d6442ae7b6ab17.thumb.image.jpg;https://cdn.openagenda.com/main/27d21a9daf1b419596d6442ae7b6ab17.full.image.jpg;2025-05-22T12:26:10+02:00;Samedi 7 juin, 10h30, 14h30;2025-06-07T10:30:00+02:00;2025-06-07T12:30:00+02:00;2025-06-07T14:30:00+02:00;2025-06-07T16:30:00+02:00;"[{""begin"": ""2025-06-07T10:30:00+02:00"", ""end"": ""2025-06-07T12:30:00+02:00""}, {""begin"": ""2025-06-07T14:30:00+02:00"", ""end"": ""2025-06-07T16:30:00+02:00""}]";;;98820389;43.140025, 5.845761;Jardin des Cédrats;traverse du lançon Ollioules;Le Gros Cerveau;83090;83190;Ollioules;Var;Provence-Alpes-Côte d'Azur;FR;;;;;;"Première participation;Jardin public";;;"{""id"": 1, ""label"": {""fr"": ""Sur place"", ""en"": ""In situ"", ""it"": ""In presenza"", ""es"": ""Desconnectad"", ""de"": ""Offline"", ""br"": ""War al lec\u2019h"", ""io"": ""crwdns14266:0crwdne14266:0"", ""oc"": ""Sus pla\u00e7a""}}";;"{""id"": 1, ""label"": {""fr"": ""Programm\u00e9"", ""en"": ""Scheduled"", ""io"": ""crwdns16100:0crwdne16100:0"", ""es"": ""Programado"", ""oc"": ""Programat""}}";;;Rendez-vous aux jardins 2025 : Provence-Alpes-Côte d'Azur;3469622;;;;;;;France (Métropole);;
70317801;exposition-bouquet-de-couleurs-et-parfums-de-provence;https://openagenda.com/rdvj-2025-provence-alpes-cote-dazur/events/exposition-bouquet-de-couleurs-et-parfums-de-provence;Exposition : Bouquet de couleurs et parfums de Provence;Couleurs en beauté du peintre Michel Moreau, poudre et senteurs fleuries autour de 1900 à Fréjus. > Musée d’Histoire locale, 153 rue Jean Jaurès.;"<p>Couleurs en beauté du peintre Michel Moreau, poudre et senteurs fleuries autour de 1900 à Fréjus. &gt; Musée d’Histoire locale, 153 rue Jean Jaurès.</p>";;;https://cdn.openagenda.com/main/c87367db88a34ad1afc6d28b8e9fd82a.base.image.jpg;©Ville de Fréjus;https://cdn.openagenda.com/main/c87367db88a34ad1afc6d28b8e9fd82a.thumb.image.jpg;https://cdn.openagenda.com/main/c87367db88a34ad1afc6d28b8e9fd82a.full.image.jpg;2025-06-04T16:18:34+02:00;6 - 8 juin;2025-06-06T09:30:00+02:00;2025-06-06T12:30:00+02:00;2025-06-08T14:00:00+02:00;2025-06-08T18:00:00+02:00;"[{""begin"": ""2025-06-06T09:30:00+02:00"", ""end"": ""2025-06-06T12:30:00+02:00""}, {""begin"": ""2025-06-06T14:00:00+02:00"", ""end"": ""2025-06-06T18:00:00+02:00""}, {""begin"": ""2025-06-07T09:30:00+02:00"", ""end"": ""2025-06-07T12:30:00+02:00""}, {""begin"": ""2025-06-07T14:00:00+02:00"", ""end"": ""2025-06-07T18:00:00+02:00""}, {""begin"": ""2025-06-08T09:30:00+02:00"", ""end"": ""2025-06-08T12:30:00+02:00""}, {""begin"": ""2025-06-08T14:00:00+02:00"", ""end"": ""2025-06-08T18:00:00+02:00""}]";;;42488529;43.433642, 6.736142;Musée d'Histoire locale;153 rue Jean Jaurès 83600 Fréjus;;83061;83600;Fréjus;Var;Provence-Alpes-Côte d'Azur;FR;https://cdn.openagenda.com/main/location42488529.91369a1431c345acbb52c9edf9ea09d4.jpg;Ville de Fréjus;04 94 51 64 01;http://www.ville-frejus.fr;;Villes et Pays d'art et d'histoire;Les collections du musée d’Histoire locale témoignent de différents visages de la vie intime ou collective des habitants de Fréjus aux XIXe et XXe siècles. Etabli dans une demeure bourgeoise du cœur historique, il permet de découvrir la vie quotidienne, les métiers d’autrefois, les savoir-faire agricoles, les fêtes et traditions comme la Bravade, les arts et la céramique. Il s’attache également à un événement douloureux qui a marqué l’histoire récente de Fréjus : la catastrophe de Malpasset en 1959.;;"{""id"": 1, ""label"": {""fr"": ""Sur place"", ""en"": ""In situ"", ""it"": ""In presenza"", ""es"": ""Desconnectad"", ""de"": ""Offline"", ""br"": ""War al lec\u2019h"", ""io"": ""crwdns14266:0crwdne14266:0"", ""oc"": ""Sus pla\u00e7a""}}";;"{""id"": 1, ""label"": {""fr"": ""Programm\u00e9"", ""en"": ""Scheduled"", ""io"": ""crwdns16100:0crwdne16100:0"", ""es"": ""Programado"", ""oc"": ""Programat""}}";;;Rendez-vous aux jardins 2025 : Provence-Alpes-Côte d'Azur;3469622;;;;;;;France (Métropole);;
53328671;residence-et-ateliers-or-mmm;https://openagenda.com/eteculturel-2025-provence-alpes-cote-dazur/events/residence-et-ateliers-or-mmm;"Résidence et ateliers | ""Mmm...""";"""Mmm..."", création Kaïros Théâtre | Jeanne Mathis";"<p><strong>""Mmm..."", création Kaïros Théâtre | Jeanne Mathis</strong><br>Résidence pour ""Mmm..."", la prochaine création visuelle et sonore de la compagnie construite autour d’un théâtre de situation mêlant banalité quotidienne, absurdité et décalage poétique.<br>L'artiste proposera également un atelier mêlant écriture intime et expression théâtrale, destiné à des femmes adultes souhaitant explorer leur histoire familiale et leur héritage culturel, symbolique ou émotionnel. Le lien entre mémoire individuelle et parole collective permet aux participantes de se reconnecter à leur histoire tout en rencontrant celle des autres.</p>";Réservé aux participantes du centre social et culturel;;https://cdn.openagenda.com/main/f7b3d9d9ae9543ccabcbe6c0d839c2bf.base.image.jpg;© Kaïros Théâtre;https://cdn.openagenda.com/main/f7b3d9d9ae9543ccabcbe6c0d839c2bf.thumb.image.jpg;https://cdn.openagenda.com/main/f7b3d9d9ae9543ccabcbe6c0d839c2bf.full.image.jpg;2025-07-10T20:04:22+02:00;7 - 18 juillet;2025-07-07T09:00:00+02:00;2025-07-07T17:00:00+02:00;2025-07-18T09:00:00+02:00;2025-07-18T17:00:00+02:00;"[{""begin"": ""2025-07-07T09:00:00+02:00"", ""end"": ""2025-07-07T17:00:00+02:00""}, {""begin"": ""2025-07-08T09:00:00+02:00"", ""end"": ""2025-07-08T17:00:00+02:00""}, {""begin"": ""2025-07-09T09:00:00+02:00"", ""end"": ""2025-07-09T17:00:00+02:00""}, {""begin"": ""2025-07-10T09:00:00+02:00"", ""end"": ""2025-07-10T17:00:00+02:00""}, {""begin"": ""2025-07-11T09:00:00+02:00"", ""end"": ""2025-07-11T17:00:00+02:00""}, {""begin"": ""2025-07-14T09:00:00+02:00"", ""end"": ""2025-07-14T17:00:00+02:00""}, {""begin"": ""2025-07-15T09:00:00+02:00"", ""end"": ""2025-07-15T17:00:00+02:00""}, {""begin"": ""2025-07-16T09:00:00+02:00"", ""end"": ""2025-07-16T17:00:00+02:00""}, {""begin"": ""2025-07-17T09:00:00+02:00"", ""end"": ""2025-07-17T17:00:00+02:00""}, {""begin"": ""2025-07-18T09:00:00+02:00"", ""end"": ""2025-07-18T17:00:00+02:00""}]";;;74105629;43.111541, 5.867049;Centre Social et Culturel Nelson Mandela;34, Esplanade Josiane Christin 83500 La Seyne-sur-Mer;Brégaillon;83126;83500;La Seyne-sur-Mer;Var;Provence-Alpes-Côte d'Azur;FR;;;;;;;;;"{""id"": 1, ""label"": {""fr"": ""Sur place"", ""en"": ""In situ"", ""it"": ""In presenza"", ""es"": ""Desconnectad"", ""de"": ""Offline"", ""br"": ""War al lec\u2019h"", ""io"": ""crwdns14266:0crwdne14266:0"", ""oc"": ""Sus pla\u00e7a""}}";;"{""id"": 1, ""label"": {""fr"": ""Programm\u00e9"", ""en"": ""Scheduled"", ""io"": ""crwdns16100:0crwdne16100:0"", ""es"": ""Programado"", ""oc"": ""Programat""}}";;;Été culturel 2025 : Provence-Alpes-Côte d'Azur;6437017;;;;;;;France (Métropole);;
8032560;visite-dune-renovation-de-mas-provencal-enduits-en-terre-crue;https://openagenda.com/jnarchi-2025-provence-alpes-cote-dazur/events/visite-dune-renovation-de-mas-provencal-enduits-en-terre-crue;Visite d'une rénovation d'un mas provençal - enduits en terre crue;Visite d'un mas provençal au Mourillon (Toulon). Cette rénovation a eu pour vocation de mettre en oeuvre des matériaux naturels tels que 400m² d’enduits terre à la projeteuse sur support pierre avec …;<p>Visite d'un mas provençal au Mourillon (Toulon). Cette rénovation a eu pour vocation de mettre en oeuvre des matériaux naturels tels que 400m² d’enduits terre à la projeteuse sur support pierre avec gobetis terre-chanvre ou support brique.<br>RDV au café Koklico et Mimoza pour un départ en bus n°3 vers le quartier du Mourillon.</p>;Inscription obligatoire à ce numéro;;https://cdn.openagenda.com/main/d5f85b11cf5b404b89f93abf9a19d065.base.image.jpg;©ericdelorme_architecture;https://cdn.openagenda.com/main/d5f85b11cf5b404b89f93abf9a19d065.thumb.image.jpg;https://cdn.openagenda.com/main/d5f85b11cf5b404b89f93abf9a19d065.full.image.jpg;2025-10-06T14:37:06+02:00;Samedi 18 octobre, 11h00;2025-10-18T11:00:00+02:00;2025-10-18T12:00:00+02:00;2025-10-18T11:00:00+02:00;2025-10-18T12:00:00+02:00;"[{""begin"": ""2025-10-18T11:00:00+02:00"", ""end"": ""2025-10-18T12:00:00+02:00""}]";;;10149265;43.123093, 5.931461;Koklico & Mimoza;9 Rue César Vezzani, 83000 Toulon;Basse Ville;83137;83000;Toulon;Var;Provence-Alpes-Côte d'Azur;FR;;;;;;;;;"{""id"": 1, ""label"": {""fr"": ""Sur place"", ""en"": ""In situ"", ""it"": ""In presenza"", ""es"": ""Desconnectad"", ""de"": ""Offline"", ""br"": ""War al lec\u2019h"", ""io"": ""crwdns14266:0crwdne14266:0"", ""oc"": ""Sus pla\u00e7a""}}";;"{""id"": 1, ""label"": {""fr"": ""Programm\u00e9"", ""en"": ""Scheduled"", ""io"": ""crwdns16100:0crwdne16100:0"", ""es"": ""Programado"", ""oc"": ""Programat""}}";;;Mois de l’architecture/Journées nationales de l’architecture 2025 : Provence-Alpes-Côte d'Azur;2110569;;;;;;;France (Métropole);"[{""type"": ""phone"", ""value"": ""0660654391""}]";
93291357;larbre-des-mots-quon-aime-projet-de-creation-collective;https://openagenda.com/jnarchi-2025-provence-alpes-cote-dazur/events/larbre-des-mots-quon-aime-projet-de-creation-collective;L’Arbre des Mots qu’on Aime - Projet de création collective;Et si nous choisissions un seul mot ?;<p>Et si nous choisissions un seul mot ?<br>Un mot qui nous définit, qui porte nos valeurs, nos convictions, nos espoirs. Un mot indispensable, que nous chérissons et pour lequel nous nous engageons.<br>Inspiré par les valeurs de la République, ce projet invite à renouveler l’idée de citoyenneté à travers le dialogue et l’art. Ouvert à tous, il aboutira à une œuvre collective – un arbre symbolique – à voir, à lire, et qui reflète ce qui nous unit.<br>Porté par : La Cité Éducative de Toulon, le réseau des médiathèques de Toulon et l’association Luciole Lumini.<br>Participation estimée : Plus de 600 enfants et 150 adultes.<br>Exposition : Médiathèque du Pont du Las, décembre-janvier.<br>Les Journées Nationales de l’Architecture (JNA) seront l’occasion de révéler ensemble les mots et les formes de notre engagement commun.</p>;;;https://cdn.openagenda.com/main/7123339eb81e4adba792cb9c8f80554f.base.image.jpg;©AngélalBlanc;https://cdn.openagenda.com/main/7123339eb81e4adba792cb9c8f80554f.thumb.image.jpg;https://cdn.openagenda.com/main/7123339eb81e4adba792cb9c8f80554f.full.image.jpg;2025-10-15T11:08:25+02:00;Samedi 18 octobre, 11h30;2025-10-18T11:30:00+02:00;2025-10-18T17:30:00+02:00;2025-10-18T11:30:00+02:00;2025-10-18T17:30:00+02:00;"[{""begin"": ""2025-10-18T11:30:00+02:00"", ""end"": ""2025-10-18T17:30:00+02:00""}]";;;10149265;43.123093, 5.931461;Koklico & Mimoza;9 Rue César Vezzani, 83000 Toulon;Basse Ville;83137;83000;Toulon;Var;Provence-Alpes-Côte d'Azur;FR;;;;;;;;;"{""id"": 1, ""label"": {""fr"": ""Sur place"", ""en"": ""In situ"", ""it"": ""In presenza"", ""es"": ""Desconnectad"", ""de"": ""Offline"", ""br"": ""War al lec\u2019h"", ""io"": ""crwdns14266:0crwdne14266:0"", ""oc"": ""Sus pla\u00e7a""}}";;"{""id"": 1, ""label"": {""fr"": ""Programm\u00e9"", ""en"": ""Scheduled"", ""io"": ""crwdns16100:0crwdne16100:0"", ""es"": ""Programado"", ""oc"": ""Programat""}}";;;Mois de l’architecture/Journées nationales de l’architecture 2025 : Provence-Alpes-Côte d'Azur;2110569;;;;;;;France (Métropole);;
73034890;mezar;https://openagenda.com/biblis-en-folie-2025/events/mezar;Mezar;Musiciens d'Algérie, de France et du Québec oscillant entre funk et raï, entre rock et chaabi, entre Afrique et Occident, entre danse et introspection… Le tout donnant une musique dont les frontières…;<p>Musiciens d'Algérie, de France et du Québec oscillant entre funk et raï, entre rock et chaabi, entre Afrique et Occident, entre danse et introspection… Le tout donnant une musique dont les frontières se meuvent au gré des temps et qui nous transporte dans un voyage poétique, inspiré de la rencontre entre un astronaute et un Touareg unis dans leur quête d’une étoile perdue.</p>;;;https://cdn.openagenda.com/main/a99b37c51a744904a69db309eee04101.base.image.jpg;Mezar;https://cdn.openagenda.com/main/a99b37c51a744904a69db309eee04101.thumb.image.jpg;https://cdn.openagenda.com/main/a99b37c51a744904a69db309eee04101.full.image.jpg;2025-09-04T17:32:06+02:00;Samedi 4 octobre, 18h00;2025-10-04T18:00:00+02:00;2025-10-04T20:00:00+02:00;2025-10-04T18:00:00+02:00;2025-10-04T20:00:00+02:00;"[{""begin"": ""2025-10-04T18:00:00+02:00"", ""end"": ""2025-10-04T20:00:00+02:00""}]";;;16419765;43.534643, 6.475931;Médiathèque Jaqueline de Romilly boulevard JF Kennedy 83300 Draguignan;660 boulevard Kennedy 83300 Draguignan;;83050;83300;Draguignan;Var;Provence-Alpes-Côte d'Azur;FR;;;;;;Bibliothèque intercommunale;;;"{""id"": 1, ""label"": {""fr"": ""Sur place"", ""en"": ""In situ"", ""it"": ""In presenza"", ""es"": ""Desconnectad"", ""de"": ""Offline"", ""br"": ""War al lec\u2019h"", ""io"": ""crwdns14266:0crwdne14266:0"", ""oc"": ""Sus pla\u00e7a""}}";;"{""id"": 1, ""label"": {""fr"": ""Programm\u00e9"", ""en"": ""Scheduled"", ""io"": ""crwdns16100:0crwdne16100:0"", ""es"": ""Programado"", ""oc"": ""Programat""}}";;;Biblis en folie 2025;3428022;;;;;;;France (Métropole);"[{""type"": ""link"", ""value"": ""https://billetterieculture.dracenie.com/concert-mezar.html""}]";
66607183;fete-de-la-musique-2025-8408112;https://openagenda.com/fetedelamusique2025/events/fete-de-la-musique-2025-8408112;Moissac-Bellevue en fête;Fête de la musique 2025;<p>Organisée par la commune en partenariat avec le Bellevue</p>;Gratuit;;https://cdn.openagenda.com/main/ff2de70a6a354ad69226f72d83e7c31b.base.image.jpg;©commune de Moissac-Bellevue;https://cdn.openagenda.com/main/ff2de70a6a354ad69226f72d83e7c31b.thumb.image.jpg;https://cdn.openagenda.com/main/ff2de70a6a354ad69226f72d83e7c31b.full.image.jpg;2025-04-15T16:58:54+02:00;Samedi 21 juin, 20h00;2025-06-21T20:00:00+02:00;2025-06-21T23:00:00+02:00;2025-06-21T20:00:00+02:00;2025-06-21T23:00:00+02:00;"[{""begin"": ""2025-06-21T20:00:00+02:00"", ""end"": ""2025-06-21T23:00:00+02:00""}]";;;84709658;43.652557, 6.166824;Place de La Fontaine;place de la Fontaine 83630 Moissac-Bellevue;;83078;83630;Moissac-Bellevue;Var;Provence-Alpes-Côte d'Azur;FR;;;04.94.70.16.21;https://www.moissac-bellevue.fr/;;Parcs et jardins;;parkings à proximité;"{""id"": 1, ""label"": {""fr"": ""Sur place"", ""en"": ""In situ"", ""it"": ""In presenza"", ""es"": ""Desconnectad"", ""de"": ""Offline"", ""br"": ""War al lec\u2019h"", ""io"": ""crwdns14266:0crwdne14266:0"", ""oc"": ""Sus pla\u00e7a""}}";;"{""id"": 1, ""label"": {""fr"": ""Programm\u00e9"", ""en"": ""Scheduled"", ""io"": ""crwdns16100:0crwdne16100:0"", ""es"": ""Programado"", ""oc"": ""Programat""}}";;;Fête de la musique 2025;7476421;;;;;;;France (Métropole);;
29248160;bonnie-and-clyde-1522889;https://openagenda.com/fetedelamusique2025/events/bonnie-and-clyde-1522889;Bonnie & Clyde;Fête de la musique 2025;<p>Concert acoustique (Guitare/Voix) avec un répertoire anglophone des années 50's à aujourd'hui dans un univers Pop, Rock, Country, Folk</p>;;;https://cdn.openagenda.com/main/92555c0a24ba45319325471d55db12da.base.image.jpg;©Franck PARIS et Marie-Eve PARIS;https://cdn.openagenda.com/main/92555c0a24ba45319325471d55db12da.thumb.image.jpg;https://cdn.openagenda.com/main/92555c0a24ba45319325471d55db12da.full.image.jpg;2025-04-24T17:36:27+02:00;Samedi 21 juin, 20h30;2025-06-21T20:30:00+02:00;2025-06-21T23:00:00+02:00;2025-06-21T20:30:00+02:00;2025-06-21T23:00:00+02:00;"[{""begin"": ""2025-06-21T20:30:00+02:00"", ""end"": ""2025-06-21T23:00:00+02:00""}]";;;86462562;43.341214, 6.124862;Bar De L'Issole;23, Rue Notre Dame 83136;;83111;83136;Sainte-Anastasie-sur-Issole;Var;Provence-Alpes-Côte d'Azur;FR;https://cdn.openagenda.com/main/location86462562.28d0484444c1489cbff2b70f31b8b815.jpg;Bar de L'Issole;04 94 37 50 01;;;Art/espace urbain;Restaurant;;"{""id"": 1, ""label"": {""fr"": ""Sur place"", ""en"": ""In situ"", ""it"": ""In presenza"", ""es"": ""Desconnectad"", ""de"": ""Offline"", ""br"": ""War al lec\u2019h"", ""io"": ""crwdns14266:0crwdne14266:0"", ""oc"": ""Sus pla\u00e7a""}}";;"{""id"": 1, ""label"": {""fr"": ""Programm\u00e9"", ""en"": ""Scheduled"", ""io"": ""crwdns16100:0crwdne16100:0"", ""es"": ""Programado"", ""oc"": ""Programat""}}";;;Fête de la musique 2025;7476421;;;;;;;France (Métropole);"[{""type"": ""phone"", ""value"": ""04 94 37 50 01""}]";
87595649;pique-nique-chez-les-vignerons-independants-clos-des-roses;https://openagenda.com/jna2025/events/pique-nique-chez-les-vignerons-independants-clos-des-roses;Pique-nique chez les Vignerons Indépendants - Clos des Roses;Un week-end chez les vignerons !;<p>Pour cette journée « Pique-nique chez les Vignerons Indépendants », un verre de vin rosé sera offert. Visite audio et libre offerte et dégustation de nos différentes cuvées.<br>Réservation obligatoire<br>Limité à 100 personnes<br>Présence d'un abri intempéries</p>;;;https://cdn.openagenda.com/main/15a1d9eaa4fa455ea783c781cec3a376.base.image.jpg;;https://cdn.openagenda.com/main/15a1d9eaa4fa455ea783c781cec3a376.thumb.image.jpg;https://cdn.openagenda.com/main/15a1d9eaa4fa455ea783c781cec3a376.full.image.jpg;2025-06-03T16:42:43+02:00;Samedi 7 juin, 10h00;2025-06-07T10:00:00+02:00;2025-06-07T18:00:00+02:00;2025-06-07T10:00:00+02:00;2025-06-07T18:00:00+02:00;"[{""begin"": ""2025-06-07T10:00:00+02:00"", ""end"": ""2025-06-07T18:00:00+02:00""}]";;;54599514;43.454377, 6.743607;Clos des Roses;1609 route de Malpasset 83600 Fréjus;;83061;83600;Fréjus;Var;Provence-Alpes-Côte d'Azur;FR;https://cdn.openagenda.com/main/location54599514.a0e57c17cc6f4f288439ef71ad145f21.jpg;;;;;;;;"{""id"": 1, ""label"": {""fr"": ""Sur place"", ""en"": ""In situ"", ""it"": ""In presenza"", ""es"": ""Desconnectad"", ""de"": ""Offline"", ""br"": ""War al lec\u2019h"", ""io"": ""crwdns14266:0crwdne14266:0"", ""oc"": ""Sus pla\u00e7a""}}";;"{""id"": 1, ""label"": {""fr"": ""Programm\u00e9"", ""en"": ""Scheduled"", ""io"": ""crwdns16100:0crwdne16100:0"", ""es"": ""Programado"", ""oc"": ""Programat""}}";;;Journées Nationales de l'Agriculture 2025;1372066;;;;;;;France (Métropole);;
53300563;conference-avec-jean-paul-delfino;https://openagenda.com/biblis-en-folie-2025/events/conference-avec-jean-paul-delfino;Conférence avec Jean-Paul Delfino;Ne manquez pas **Jean-Paul Delfino**, auteur passionné par le Brésil, pour une rencontre et séance de dédicace le 3 octobre à 17 heures. Une occasion unique d’échanger avec l’auteur, de découvrir son…;<p>Ne manquez pas <strong>Jean-Paul Delfino</strong>, auteur passionné par le Brésil, pour une rencontre et séance de dédicace le 3 octobre à 17 heures. Une occasion unique d’échanger avec l’auteur, de découvrir son univers littéraire et de repartir avec un livre dédicacé.</p>;;;https://cdn.openagenda.com/main/26e84b95130d451a83fed0b6983438e3.base.image.jpg;©Médiathèque Alfred Kastler;https://cdn.openagenda.com/main/26e84b95130d451a83fed0b6983438e3.thumb.image.jpg;https://cdn.openagenda.com/main/26e84b95130d451a83fed0b6983438e3.full.image.jpg;2025-09-25T10:06:01+02:00;Vendredi 3 octobre, 17h00;2025-10-03T17:00:00+02:00;2025-10-03T18:30:00+02:00;2025-10-03T17:00:00+02:00;2025-10-03T18:30:00+02:00;"[{""begin"": ""2025-10-03T17:00:00+02:00"", ""end"": ""2025-10-03T18:30:00+02:00""}]";;;64062537;43.13591, 5.751724;Médiathèque Alfred Kastler;11 rue des Ecoles 83150 Bandol;Le Moulin à vent;83009;83150;Bandol;Var;Provence-Alpes-Côte d'Azur;FR;;;0494291278;;;Bibliothèque municipale;;;"{""id"": 1, ""label"": {""fr"": ""Sur place"", ""en"": ""In situ"", ""it"": ""In presenza"", ""es"": ""Desconnectad"", ""de"": ""Offline"", ""br"": ""War al lec\u2019h"", ""io"": ""crwdns14266:0crwdne14266:0"", ""oc"": ""Sus pla\u00e7a""}}";;"{""id"": 1, ""label"": {""fr"": ""Programm\u00e9"", ""en"": ""Scheduled"", ""io"": ""crwdns16100:0crwdne16100:0"", ""es"": ""Programado"", ""oc"": ""Programat""}}";;;Biblis en folie 2025;3428022;;;;;;;France (Métropole);;
37700740;atelier-ecriture-au-parc-sainte-claire;https://openagenda.com/rdvj-2025-provence-alpes-cote-dazur/events/atelier-ecriture-au-parc-sainte-claire;ATELIER ÉCRITURE - AU PARC SAINTE-CLAIRE;Dans ce jardin apaisant et chargé d'histoire, Pierre Avrial vous propose des jeux d'écriture pour stimuler votre créativité.;<p>Dans ce jardin apaisant et chargé d'histoire, Pierre Avrial vous propose des jeux d'écriture pour stimuler votre créativité.</p>;Gratuit - Réservations : www.hyeres.fr/billetterie;;https://cdn.openagenda.com/main/06f6a323bf8a46f1915503a965a395a8.base.image.jpg;© Ville d'Hyères;https://cdn.openagenda.com/main/06f6a323bf8a46f1915503a965a395a8.thumb.image.jpg;https://cdn.openagenda.com/main/06f6a323bf8a46f1915503a965a395a8.full.image.jpg;2025-05-19T12:44:52+02:00;Samedi 7 juin, 10h00;2025-06-07T10:00:00+02:00;2025-06-07T12:00:00+02:00;2025-06-07T10:00:00+02:00;2025-06-07T12:00:00+02:00;"[{""begin"": ""2025-06-07T10:00:00+02:00"", ""end"": ""2025-06-07T12:00:00+02:00""}]";;;30663955;43.120439, 6.122745;Castel et parc Sainte-Claire;7 avenue Edith Wharton, 83400 Hyères;;83069;83400;Hyères;Var;Provence-Alpes-Côte d'Azur;FR;https://cdn.openagenda.com/main/location30663955.jpg;©B. Larroumec;;;;"Jardin public;Jardin remarquable;Villes et Pays d'art et d'histoire";Ancien parc botanique de la romancière E. Wharton, près de la collégiale Saint Paul. Essences rares (Amérique du Sud, Australie).;;"{""id"": 1, ""label"": {""fr"": ""Sur place"", ""en"": ""In situ"", ""it"": ""In presenza"", ""es"": ""Desconnectad"", ""de"": ""Offline"", ""br"": ""War al lec\u2019h"", ""io"": ""crwdns14266:0crwdne14266:0"", ""oc"": ""Sus pla\u00e7a""}}";;"{""id"": 1, ""label"": {""fr"": ""Programm\u00e9"", ""en"": ""Scheduled"", ""io"": ""crwdns16100:0crwdne16100:0"", ""es"": ""Programado"", ""oc"": ""Programat""}}";;;Rendez-vous aux jardins 2025 : Provence-Alpes-Côte d'Azur;3469622;;;;;;;France (Métropole);;
